,id,keywords
15,f5767e92-27b3-11e2-b2a0-ae18d6159439,"['partisan', 'boehner', 'austerity', 'gabbard', 'maintaining', 'freshmen', 'ohio', 'borrows', 'expectations', 'tuesday', 'cloistering', 'margin', 'julie', 'decennial', 'coming', 'loathe', 'probably', 'axiom', 'boosted', 'defaulting']"
16,178b4ba4-26cc-11e2-8d6a-9b57d8a5215c,"['webb', 'dakota', 'partisanship', 'mccaskill', 'fairfax', 'nevada', 'mourdock', 'treasurer', 'contender', 'headed', 'gridlock', 'gains', 'marquee', 'misfortune', 'mitt', 'tuesday', 'heidi', 'replace', 'statements', 'rarely']"
17,8a88e19c-5c2e-11e2-88d0-c4cf65c3ad15,"['debt', 'reid', 'constitution', 'pelosi', 'irresponsibility', 'defaulting', 'maxed', 'seemingly', 'strategy', 'americans', 'allows', 'durbin', 'invoke', 'bitter', '14th', 'mint', 'desks', 'unilateral', 'agree', 'hiking']"
18,cf5ba6e8-60c9-11e2-b05a-605528f6b712,"['immigration', 'bipartisan', 'polling', 'inauguration', 'gutierrez', 'baptist', 'newfound', 'chamber', 'years', 'joining', 'touting', 'supported', 'sweeping', 'friday', 'percent', 'mobilize', 'probably', 'measures', 'propelling', 'require']"
19,ee8665b4-66fd-11e2-9e1b-07db1d2ccd5b,"['gop', 'slogan', 'insurgent', 'governors', 'anuzis', 'mcdonnell', 'centrist', 'charlotte', 'buzz', 'broadening', 'meeting', 'theirs', 'eagerly', 'reporters', 'succession', 'maybe', 'perception', 'deficiencies', 'keynote', 'reviews']"
20,f20ef266-6d8b-11e2-ada0-5ca5fa7ebe79,"['menendez', 'brunswick', 'reid', 'dominican', 'untrue', 'slew', 'conservative', 'questionable', 'donor', 'shall', 'costs', 'irresponsible', 'constituents', 'outlets', 'friend', 'imploding', 'announce', 'highest', 'exit', 'weather']"
21,e56166e8-6fd4-11e2-ac36-3d8d9dcaa2e2,"['bipartisan', 'shooting', 'va', 'checks', 'regulatory', 'trafficking', 'proposals', 'protect', 'newtown', 'background', 'cantor', 'recalled', 'adopting', 'mentally', 'beef', 'database', 'announced', 'elijah', 'posthumously', 'likelihood']"
22,4a90cbbc-6fcb-11e2-aa58-243de81040ba,"['fiscal', 'republicans', 'pledges', 'shrinking', 'rebranding', 'advocated', 'cantor', 'schumer', 'bookkeeping', 'stopgap', 'tuesday', 'prescriptions', 'figuring', 'pragmatic', 'tone', 'accessibility', 'eric', 'va', 'agree', 'average']"
23,04459f88-714d-11e2-8b8d-e0b59a1b8e2a,"['rallies', 'lawmakers', 'obama', 'undocumented', 'influencing', 'trumka', 'benefits', 'false', 'san', 'afl', 'remain', 'norquist', 'limit', 'shellacking', 'requirements', 'months', 'expect', 'especially', 'pathway', 'sent']"
24,2e2830e4-71fd-11e2-8b8d-e0b59a1b8e2a,"['retreats', 'gop', 'speeches', 'electoral', 'energized', 'newtown', 'news', 'colbert', 'introspective', 'van', 'opposed', 'leverage', 'december', 'likely', 'caution', 'fiscal', 'perlmutter', 'massive', 'couples', 'settings']"
25,3710c464-7207-11e2-a050-b83a7b35c4b5,"['rubio', 'barack', 'evangelical', 'argues', 'spotify', 'fluency', 'technocratic', 'channels', 'immigrants', 'someday', 'defined', 'fundraiser', 'littered', 'stoked', 'especially', 'navigates', 'climate', 'tryout', 'estimated', 'thunderclap']"
26,3ba93458-8674-11e2-9d71-f0feafdd1394,"['filibustered', 'judge', 'murkowski', 'halligan', 'nominated', 'republicans', 'appointments', 'reconsider', 'cloture', 'columbia', 'potential', 'diversified', 'signaled', 'steppingstone', 'flipping', 'goodwin', 'vt', 'ms', 'including', 'failed']"
27,fcffdc14-8ce2-11e2-9838-d62f083ba93f,"['senate', 'gop', 'boehner', 'lunch', 'gutting', 'stephanopoulos', 'huddles', 'gimmicks', 'coming', 'laughed', 'topic', 'significant', 'goodwill', 'tone', 'benefits', 'define', 'inflation', 'necessarily', 'dates', 'remained']"
28,ed980f40-9312-11e2-ba5b-550c7abf6384,"['elections', 'reagan', 'briefing', 'priebus', 'brookings', 'rethink', 'lack', 'frank', 'spenders', 'exploded', 'margins', 'characterization', 'phases', 'limiting', 'story', 'parallels', 'rightly', 'bruising', 'launching', 'prescriptions']"
29,7276abd6-97be-11e2-97cd-3d8c1afe4f0f,"['reelection', 'gaffes', 'insurgent', 'tea', 'strategists', 'moore', 'stay', 'harkin', 'squandered', 'benton', 'camps', 'weaker', 'margins', 'unthinkable', 'tuesday', 'numbers', 'including', 'capito', 'seek', 'autopsy']"
30,16c02154-9bde-11e2-9a79-eb5280c81c63,"['candidates', 'strouse', 'kevin', 'ideologically', 'backing', 'plan', 'sugarcoat', 'counterterrorism', 'mitt', 'happy', 'particularly', 'stretching', 'northwest', 'investment', 'produce', 'precision', 'forums', 'ignored', 'earliest', 'prescriptions']"
31,2dd8112e-c610-11e2-9245-773c0123c027,"['reelection', 'maine', 'gop', 'seats', 'susan', '2012', 'saxby', 'play', 'keeps', 'tossup', 'lack', 'risks', 'jeopardy', 'surprising', 'contrast', 'pose', 'like', 'sandlin', 'rates', 'forums']"
32,7533e606-b8ff-11e2-92f3-f291801936b8,"['boehner', 'caucus', 'gop', 'lawmaker', 'siding', 'rebuffed', 'assert', 'policy', 'newcomers', 'bruising', 'summarizing', 'agreed', 'rounding', 'maybe', 'sinus', 'freewheeling', 'microphones', 'disintegrated', 'windowless', 'traded']"
33,342b5548-d373-11e2-a73e-826d299ff459,"['democrats', 'nra', 'newtown', 'targeting', 'mitch', 'bloomberg', 'stricter', 'flake', 'judgment', 'pryor', 'proponents', 'thousands', 'pocketed', 'forces', 'supportive', 'measure', 'warned', 'spokeswoman', 'january', 'received']"
34,8ae4c3e0-d370-11e2-a73e-826d299ff459,"['romney', 'bipartisan', 'latino', 'rand', 'distinction', 'percent', 'migration', 'amendments', 'talk', 'march', 'kevin', 'supposed', 'staking', 'contortions', 'risks', 'holtz', 'path', 'stunned', 'appleby', 'opened']"
35,60e21138-d442-11e2-a73e-826d299ff459,"['obamacare', 'residency', 'gop', 'amendment', 'benefits', 'rubio', 'idaho', 'overhaul', 'minority', 'aliens', 'standoff', 'insurmountable', 'measures', 'exclude', 'today', 'agreed', 'polarizing', 'pathway', 'gestures', 'negotiate']"
36,b8db703e-f303-11e2-ae43-b31dc363c3bf,"['citizenship', 'hispanics', 'gop', 'reelection', 'deliberations', 'lack', 'presents', 'ought', 'surveys', 'washington', 'performance', 'tighter', 'pillars', 'hines', 'dipping', 'pathway', 'disapprove', 'multibillion', 'highlighting', '002']"
37,d4c2d87c-f3ae-11e2-9434-60440856fadf,"['loans', 'bipartisan', 'students', 'proposal', 'federal', 'sens', 'reduce', 'rate', 'procedural', 'way', 'benefit', 'agree', 'accountability', 'statements', 'rushing', 'redirect', 'little', 'elizabeth', 'setting', '715']"
38,544d5db8-f3b6-11e2-a2f1-a7acf9bd5d3a,"['nunn', 'senate', 'michelle', 'gillibrand', 'gingrey', 'fundraising', 'phi', 'newcomer', 'unaligned', 'missouri', 'credible', 'retiring', 'hoping', 'nonpolitical', 'shaping', 'values', 'pregnancy', 'decrying', 'particularly', 'ready']"
39,62ced91a-f39e-11e2-aa2e-4088616498b4,"['campaigns', 'gop', 'reinventing', 'silicon', 'deliberations', 'valley', 'assessing', '2012', 'linkedin', 'hopes', 'coder', 'outperformed', 'exactly', 'livestream', 'bring', 'anonymity', 'laying', 'barkett', '979', 'résuméincludes']"
40,0feb4e38-f9f0-11e2-8752-b41d7ed1f685,"['obamacare', 'lawmakers', 'shutdowns', 'moderate', 'veterans', 'boehner', 'ramifications', 'agree', 'raise', 'run', 'utah', 'rubio', 'ease', 'defund', 'flank', 'weeks', 'implementation', 'couple', 'duplicative', 'resolution']"
41,33c4828c-1bdf-11e3-a628-7e6dde8f889d,"['obamacare', 'gop', 'delaying', 'reductions', 'reid', 'efforts', 'debating', 'shutdown', 'borrowing', 'agree', 'authority', 'constituents', 'afloat', 'attaching', 'told', 'tuesday', 'measures', 'sequester', 'gingrey', 'restore']"
42,e561ab92-2205-11e3-966c-9c4293c47ebe,"['lawmakers', 'latino', 'reform', 'border', 'gop', 'overwhelmingly', 'passing', 'saw', 'boehner', 'migration', 'willing', 'goodlatte', 'thursday', 'produce', 'pathway', 'presenting', 'worry', 'roundtable', 'anonymity', 'appleby']"
43,eb06ac78-2acf-11e3-97a3-ff2758228523,"['shutdown', 'democrats', 'closures', 'tuesday', 'dereliction', 'inflammatory', 'rapprochement', 'risk', 'nervousness', 'bolstered', 'compassionate', 'grenades', 'squabbling', 'stove', 'mark', 'unresolved', 'hardly', 'intransigence', 'hollen', 'formulas']"
44,865b9284-30f6-11e3-89ae-16e186e117d8,"['obamacare', 'gop', 'defunding', 'impasse', 'entitlements', 'rollout', 'activists', 'tellingly', 'signature', 'tuesday', 'ted', 'motivate', 'pains', 'recalibrate', 'linking', 'avoid', 'columns', 'wis', 'heavyweight', 'calculus']"
45,1d5e6afe-374a-11e3-ae46-e4248e75c8ea,"['bipartisan', 'schumer', 'fiscal', 'liners', 'strike', 'priorities', 'leverage', 'idaho', 'step', 'renew', 'migration', 'wednesday', 'undocumented', 'fearful', 'crazy', 'credibility', 'dynamic', 'table', '16', 'appleby']"
46,b02faf54-3741-11e3-ae46-e4248e75c8ea,"['obamacare', 'lawmakers', 'gop', 'hearing', 'renew', 'standoff', 'ted', 'forcing', 'run', 'reconsider', 'scheduling', 'energy', 'sweeping', 'january', 'cost', 'thanks', 'disappeared', 'largely', 'fox', 'express']"
47,28062da8-39ab-11e3-b6a9-da62c264f40e,"['shutdown', 'mcconnell', 'conservative', 'federal', 'deficits', 'defunding', 'reductions', 'debate', 'weeks', 'health', 'unthinkable', 'resort', 'blunt', 'probably', 'principles', 'agree', 'couple', 'fellow', 'sequester', 'doubled']"
48,c2a09990-30fd-11e3-89ae-16e186e117d8,"['gop', 'lgbt', 'centrist', 'executive', 'outreach', 'lewis', 'voices', 'marry', 'backing', 'gap', 'disapprove', 'tend', 'lawsuits', 'orientation', 'comes', 'defining', 'regardless', 'announced', 'frivolous', 'calculations']"
49,3eb5ba6e-3d93-11e3-b6a9-da62c264f40e,"['obamacare', 'risk', 'exempting', 'jeopardizing', 'testified', 'income', 'brain', 'gibbs', '95', 'rollout', 'consistent', 'deflect', 'underlined', 'little', 'staffers', 'palmieri', 'reopening', 'constituencies', 'wednesday', 'definitely']"
50,c232a6d4-424a-11e3-8b74-d89d714ca4dd,"['filibusters', 'schumer', 'mortgage', 'republicans', 'appeals', 'sen', 'vice', 'millett', 'blocked', 'reduce', 'disappointing', 'qualifications', 'hypocritical', 'supermajority', 'carney', 'ariz', 'normally', 'procedural', 'caseloads', 'bring']"
51,464c0af6-4588-11e3-bf0c-cebf37c6f484,"['mccain', 'governors', 'crist', 'vice', 'tallahassee', 'polling', 'charismatic', 'charlie', 'margolis', 'renounced', 'rush', 'opportunistic', 'likely', 'fundraising', 'showed', 'levers', 'underscored', 'citing', 'ready', 'layoffs']"
52,dff12ba6-4979-11e3-b87a-e66bd9ff3537,"['obama', 'reform', 'shortcomings', 'coverage', 'shutdown', 'skeptical', 'todd', 'unflappability', 'retrospective', 'gallup', 'talk', 'deepening', 'consumers', 'rightly', 'restoring', 'columns', 'average', 'footing', 'spectrum', 'compounding']"
53,9b26b124-47c3-11e3-bf0c-cebf37c6f484,"['candidates', 'tea', 'losses', 'cuccinelli', 'alabama', 'reed', 'byrne', 'counterinsurgency', 'solidly', 'deflect', 'ricketts', 'emerge', 'sigh', 'candidacies', 'probably', 'wednesday', 'pulpit', 'vowing', 'constellation', 'confirmed']"
54,8b919fa6-4ed2-11e3-be6b-d3d28122e6d4,"['clinton', 'run', 'possibility', 'strategists', 'progressive', 'underway', 'inevitability', 'hasn', 'premature', 'pac', 'apparatus', 'disloyalty', 'prerequisite', 'reshaping', 'ready', 'jittery', 'creates', 'beneficiary', 'century', 'amounts']"
55,fd096888-5136-11e3-a7f0-b790929232e1,"['healthcare', 'gop', 'rollout', 'lawmakers', 'rebrand', 'risks', 'funneling', 'hill', 'frustration', 'findings', 'redirect', 'addressing', 'april', 'underestimated', 'supposed', 'spokeswoman', 'component', 'ensures', '100', 'juliet']"
56,4c41f58a-5260-11e3-9fe0-fd2ca728e67c,"['filibusters', 'nominee', 'reid', 'obstruction', 'delay', 'appeals', 'gop', 'd95253', 'threshold', 'procedural', 'allow', 'reversal', 'july', 'nearly', 'tea', 'executing', 'saber', 'institutional', 'posture', 'ellipsis']"
57,fa1d711a-560d-11e3-8304-caf30787c0a9,"['obamacare', 'gop', 'reporters', 'filibuster', 'benefiting', 'shortcomings', 'passage', 'story', 'hoping', 'sites', 'faceoff', 'tout', 'highlight', 'submit', 'pa', 'current', 'constituents', 'months', 'archiving', 'albatross']"
58,b8f97646-5dc1-11e3-95c2-13623eb2b0e1,"['bipartisan', 'boehner', 'obstructionists', 'cautioning', 'ought', 'hoping', 'heads', 'aca', 'poverty', 'denominator', 'cancer', 'quagmire', 'formally', 'ohio', 'couple', 'exercise', 'spectrum', 'weeks', 'crafting', 'ready']"
59,e372111a-61c9-11e3-8beb-3f9a9942850f,"['senate', 'mortgage', 'approving', 'millett', 'picks', 'cornelia', 'early', 'watt', 'appointments', 'invoke', 'columbia', 'cloture', 'staunchest', 'major', 'security', 'confirmed', 'agree', 'tenn', 'perfunctory', 'nearly']"
60,fba07e98-7236-11e3-8def-a33011492df2,"['senator', 'honolulu', 'inouye', 'schatz', 'abercrombie', 'tossup', 'draft', 'deathbed', 'overwhelmingly', 'siding', 'lulu', 'harkin', 'looking', 'evolving', 'symbolizes', 'recalled', '2010', 'dividing', 'résumé', 'waves']"
61,37d4e7e2-7dfd-11e3-95c6-0a7aa80874bc,"['bipartisan', 'bark', 'blue', 'redistricting', 'barber', 'clout', 'nick', 'midterm', 'calif', 'maybe', 'retire', 'nrcc', 'announce', 'easing', 'welcome', 'believe', 'strongholds', 'clones', 'fundraising', 'eliminating']"
62,0aedc64a-82cb-11e3-bbe5-6a2a3141e3a9,"['partisan', 'oklahoma', 'lankford', 'rallied', 'boehner', 'sooner', 'jim', 'steer', 'retiring', 'austerity', 'humphreys', 'norquist', 'dynamic', 'raise', 'mischaracterize', 'effort', 'disappeared', 'earmarks', 'purity', 'trillion']"
63,188bb3f4-8904-11e3-833c-33098f9e5267,"['candidates', 'weakest', 'vice', 'margin', 'rubio', 'point', 'double', 'does', 'conventional', '34', 'tea', 'ambivalent', 'forecasting', 'ky', 'signaling', 'tarnished', 'indications', 'gridlock', 'registers', 'income']"
64,143fe17e-8a91-11e3-833c-33098f9e5267,"['candidates', 'floridian', 'ted', 'early', 'apparently', 'pessimistic', 'turmoil', 'prevent', 'story', 'jam', 'proclaiming', 'traveling', 'gladiator', 'neurosurgeon', 'dismayed', 'catapult', 'langone', 'lending', 'rounding', 'added']"
65,d7300082-91c7-11e3-b46a-5a3d0d2130da,"['audit', 'treasury', 'congressmen', 'watchdog', 'critics', 'russell', 'exempt', 'cartwright', 'colbert', 'outrage', 'questioning', 'patriot', 'defining', 'spokeswoman', 'potential', 'thursday', 'pa', 'sent', 'guides', 'known']"
66,636a981c-94f9-11e3-b46a-5a3d0d2130da,"['obama', 'fundraising', 'lawmakers', 'march', 'star', 'md', 'dccc', 'briefing', 'run', 'seats', 'opposed', 'announced', 'hourly', 'rarely', 'signatures', 'invaluable', 'fellow', 'shores', 'extending', 'procedural']"
67,595ce6a2-9596-11e3-8461-8a24c7bf0653,"['pelosi', 'midterm', 'lioness', 'silently', 'caution', 'tuesday', 'serving', 'probably', 'clyburn', 'polarizing', 'outlook', 'outraised', 'thanked', 'drag', 'septuagenarians', 'fact', 'rewriting', 'brushing', 'climate', 'strings']"
68,0210bcc2-9599-11e3-8461-8a24c7bf0653,"['bipartisan', 'immigration', 'reform', 'nunes', 'usual', 'speeches', 'division', 'huddles', 'slowdown', 'pitch', 'potential', 'md', 'handful', 'including', 'brokering', 'thursday', 'brass', 'pressuring', 'ready', 'cloakroom']"
69,68d4fde8-98d6-11e3-b931-0204122c514b,"['democrats', 'pipeline', 'senatorial', 'sponsor', 'steyer', 'greenhouse', 'gulf', 'transcanada', 'headed', 'sheldon', 'karpinski', 'advisers', 'likely', 'tuesday', 'merkley', 'xl', 'cardin', 'nextgen', 'anonymity', 'stand']"
70,92e472fc-9b1b-11e3-ad71-e03637a299c0,"['democrats', 'negotiate', 'vice', 'benefits', 'stance', 'crucial', 'appetite', 'deportations', 'calls', 'month', 'lighter', 'rebuffed', 'hollen', 'expectation', 'consolidate', 'probably', 'loopholes', 'intransigence', 'pediatric', 'noted']"
71,ad5a3ed0-9c94-11e3-ad71-e03637a299c0,"['obama', 'midterms', 'fundraiser', 'redistricting', 'november', 'excited', 'attempts', 'bowl', 'speech', 'airwaves', 'entrenched', 'junkie', 'particularly', 'consequences', 'mansions', 'swing', 'tim', 'know', 'average', 'added']"
72,3fa60716-a2ed-11e3-8466-d34c451760b9,"['indicted', 'calderon', 'sen', 'filibusters', 'sacramento', 'resign', 'wright', 'gop', 'temporarily', 'integrity', 'reported', 'form', 'leaves', 'percent', 'raise', 'unless', 'supermajority', 'meals', 'resolution', '2010']"
73,4becad52-a48e-11e3-84d4-e59b1709222c,"['nominee', 'jamal', 'adegbile', 'defected', 'discriminatory', 'heidi', 'reporters', 'tackling', 'decades', 'abu', 'especially', 'anxiety', 'knew', 'filing', 'unlikely', 'setback', 'pennsylvania', 'procedural', 'tuesday', 'manchin']"
74,4736cfda-a890-11e3-b61e-8051b8b52d06,"['mcconnell', 'filibusters', 'steyer', 'fundraiser', 'oppose', 'running', 'emissions', 'drone', 'talk', 'nev', 'early', 'renewed', 'hedge', 'solvable', 'nextgen', 'disagrees', 'half', 'buoyed', 'san', 'vow']"
75,88eb3348-a94a-11e3-8599-ce7295b6851c,"['democrats', 'midterms', 'avoiding', 'warnings', 'run', 'affordability', 'sounding', 'lost', 'sidelines', 'butter', 'tossups', 'interesting', 'realize', 'redder', 'tuesday', 'landscape', 'contrasts', 'sit', 'sure', 'numbers']"
76,5133e28e-aeb2-11e3-b8b3-44b1d1cd4c1f,"['reelection', 'gop', 'mobilization', 'plouffe', 'jolly', 'midterm', 'prospect', 'nbc', 'disappointed', 'chairs', 'motivate', 'shutdown', 'waxman', 'priebus', 'younger', 'essential', 'pendulum', 'transferrable', 'rates', 'climate']"
77,6cc704ea-b295-11e3-8cb6-284052554d74,"['gop', 'reelection', 'seats', 'retake', 'momentum', 'remain', 'reid', 'minority', 'contender', 'hampshire', 'optimistic', 'fall', 'bevin', 'traditionally', 'putnam', 'hasn', 'cotton', 'dividends', 'udall', 'received']"
78,656b6d28-b51d-11e3-8cb6-284052554d74,"['democrats', 'proposals', 'benefits', 'lacking', 'spring', 'advises', 'historically', 'paycheck', 'run', 'constituents', 'focus', 'defining', 'contraception', 'charles', 'gin', 'cost', 'right', 'rebut', 'average', 'equity']"
79,11e33b06-b5f2-11e3-8cb6-284052554d74,"['romney', 'fundraiser', 'perry', 'financiers', 'jeb', 'speeches', 'strategists', 'ran', 'bring', 'vegas', 'hasn', 'definitely', 'minded', 'navigating', 'palm', 'estimated', 'hangover', 'assert', 'eisenberg', 'cultivating']"
80,4423aeb0-ba7b-11e3-96ae-f2c36d2b1245,"['congressional', 'budget', 'plan', 'midterm', 'trumped', 'blueprint', 'strategists', 'announced', 'defining', 'reminding', 'bozek', 'narrative', 'spokeswoman', 'maintained', 'wis', 'especially', 'play', 'unlikely', 'sean', 'contrasts']"
81,03ca473e-bb70-11e3-96ae-f2c36d2b1245,"['bipartisan', 'governor', 'walsh', 'privatize', 'begich', 'wetlands', 'fairbanks', 'aides', 'drilling', 'instincts', 'regulations', 'does', 'sooner', 'lifeline', 'earmark', 'staying', 'lagged', 'dynamic', 'harsh', 'calculations']"
82,f7f0c848-bf48-11e3-b574-f8748871856a,"['koch', 'ryan', 'gop', 'budget', 'agenda', 'revamping', 'makes', 'largely', 'calls', 'midterm', 'equity', 'outlines', 'tuesday', 'agreed', 'lingering', 'security', 'symbolic', 'elderly', 'vacancies', 'tried']"
83,ce011342-c003-11e3-b574-f8748871856a,"['pelosi', 'paycheck', 'fairness', 'workers', 'raise', 'amendments', 'sens', 'mikulski', 'cents', 'step', 'persuade', 'including', 'midterm', 'tuesday', 'single', 'md', 'wondered', 'voiced', 'retain', 'added']"
84,c61cf446-c578-11e3-8b9a-8e0977a24aeb,"['fundraising', 'koch', 'mcconnell', 'pacs', 'cotton', 'incumbents', 'industrialist', 'lundergan', 'trumped', 'standouts', 'filed', 'promises', 'nunn', 'afp', 'tillis', 'energy', 'typically', '30', 'edged', 'calendar']"
85,551c4b22-c634-11e3-bf7a-be01a9b69cf1,"['romney', 'rallies', 'backing', 'strategist', 'mulled', 'cast', 'ski', 'remind', 'jeb', 'missteps', 'cellphone', 'formal', 'astonishingly', 'brent', 'airbrush', 'financiers', 'sitting', 'months', 'abstinence', 'central']"
86,1cf11fc6-c63d-11e3-9f37-7ce307c56815,"['democrats', 'congenital', 'chances', 'isn', 'balding', 'houston', 'extreme', 'sporadic', 'especially', 'fundraising', 'served', 'define', 'implore', 'population', 'views', 'hallmark', 'unmarried', 'assembling', 'upgrading', 'calculators']"
87,2a448b04-cf07-11e3-b812-0c92213941f4,"['democrats', 'midterm', 'deficit', 'percentage', 'calls', 'trust', '52', 'supported', 'drag', 'abc', 'suggest', 'indicators', 'good', 'plurality', 'months', 'rosy', 'especially', 'standoff', 'climate', 'energize']"
88,52ec99a0-d206-11e3-9e25-188ebe1fa93b,"['democrats', 'affluent', 'contrasts', 'leverage', 'midterm', 'fundamentally', 'hopes', 'vice', 'abc', 'talk', 'jobless', 'sour', 'fall', 'foil', 'troublesome', 'minimize', 'statistics', 'lehman', 'controls', '800']"
89,ee6db572-db8d-11e3-bda1-9b46b2066796,"['caucus', 'gop', 'straw', 'perry', 'branstad', 'strategist', 'festivals', 'optimistic', 'jeb', 'draws', 'truly', 'neurosurgeon', 'recently', 'replacing', 'fundamental', 'spectrum', 'airhart', '31', 'try', 'extraordinarily']"
90,c6d2d924-e791-11e3-8f90-73e071f3d637,"['democrats', 'filibuster', 'optimistic', 'moore', 'merkley', 'health', 'ore', 'strident', 'adopt', 'compete', 'neurosurgeon', 'luminaries', 'contraception', 'rails', 'heitkamp', 'advised', 'footing', 'exactly', 'deal', 'disturbances']"
91,527ff5c8-e833-11e3-afc6-a1dd9407abcf,"['senators', 'emissions', 'droughts', 'strategists', 'pryor', 'limits', 'jim', 'hagan', 'pipeline', 'announces', 'nextgen', 'mont', 'litmus', 'fact', 'likely', 'investing', 'supermajority', 'disconnect', 'caricatured', 'adversely']"
92,c32548d6-f13a-11e3-914c-1fbd0614e2d4,"['cantor', 'boehner', 'gop', 'resign', 'midnight', 'running', 'divided', 'aftermath', 'primary', 'manifesto', 'jim', 'possibly', 'sessions', 'backup', 'stability', 'pressured', 'hardliners', 'link', 'easygoing', 'acolyte']"
93,f0b29408-f634-11e3-a3a5-42be35962a52,"['mccarthy', 'caucus', 'gop', 'chairmanships', 'southerners', 'whipping', 'reshuffles', 'undecided', 'victory', 'clout', 'backing', 'jr', 'midterm', 'cajun', 'thornberry', '1990s', 'panel', 'ensure', 'percentage', 'sure']"
